,tconst,nconst,category
8214,tt0107117,nm0916328,director
8215,tt0190346,nm0308592,director
8216,tt0116445,nm0496312,director
8217,tt0071449,nm0092372,director
8218,tt0097782,nm0399853,director
8219,tt0221013,nm0082748,director
8220,tt0082025,nm0896013,director
8221,tt0148103,nm0690794,director
8222,tt0070599,nm0005710,director
8223,tt0065642,nm0447944,director
8224,tt0067236,nm0292720,director
8225,tt0058232,nm0146760,director
8226,tt0081518,nm0108613,director
8227,tt0069270,nm0684509,director
8228,tt0093567,nm0007477,director
8229,tt0093567,nm0935528,director
8230,tt0093567,nm0000647,director
8231,tt0113952,nm0203993,director
8232,tt0054901,nm0346436,director
8233,tt0066184,nm0828419,director
8234,tt0089491,nm0804592,director
8235,tt0062829,nm0625680,director
8236,tt0072829,nm0001129,director
8237,tt0063748,nm0202088,director
8238,tt0070547,nm0061608,director
8239,tt0058666,nm0375224,director
8240,tt0112716,nm0210701,director
8241,tt0059252,nm0235066,director
8242,tt0119434,nm0302791,director
8243,tt0061801,nm0935382,director
8244,tt0067385,nm0007069,director
8245,tt0060434,nm0496447,director
8246,tt0078831,nm0350099,director
8247,tt0056110,nm0850895,director
8248,tt0214265,nm0553379,director
8249,tt0073878,nm0000814,director
8250,tt0099436,nm0898603,director
8251,tt0064470,nm0393094,director
8252,tt0057244,nm0002089,director
8253,tt0069253,nm0665113,director
8254,tt0244709,nm0948021,director
8255,tt0071784,nm0546672,director
8256,tt0087377,nm0411025,director
8257,tt0076280,nm0000583,director
8258,tt0105377,nm0233585,director
8259,tt0105377,nm0536421,director
8260,tt0070755,nm0459426,director
8261,tt0073471,nm0000419,director
8262,tt0107736,nm0814570,director
8263,tt0087237,nm0110133,director
8264,tt0087594,nm0546672,director
8265,tt0090145,nm0011897,director
8266,tt0082280,nm0644850,director
8267,tt0107523,nm0002137,director
8268,tt0063508,nm0778633,director
8269,tt0114115,nm0592636,director
8270,tt0161935,nm0512862,director
8271,tt0093235,nm0613833,director
8272,tt0097702,nm0629309,director
8273,tt0092104,nm0541677,director
8274,tt0067069,nm0159007,director
8275,tt0164810,nm0909699,director
8276,tt0066988,nm0523439,director
8277,tt0100699,nm0759368,director
8278,tt0091668,nm0227781,director
8279,tt0054763,nm0164999,director
8280,tt0187457,nm0094726,director
8281,tt0071647,nm0001228,director
8282,tt0111125,nm0534574,director
8283,tt0055905,nm0337885,director
8284,tt0110521,nm0240987,director
8285,tt0084881,nm0441540,director
8286,tt0054390,nm0059106,director
8287,tt0055827,nm0719756,director
8288,tt0072362,nm0488272,director
8289,tt0113490,nm0241090,director
8290,tt0056904,nm0005738,director
8291,tt0064327,nm0438342,director
8292,tt0062041,nm0645477,director
8293,tt0117910,nm0225935,director
8294,tt0095606,nm0179216,director
8295,tt0059232,nm0491852,director
8296,tt0176666,nm0222545,director
8297,tt0070170,nm0404014,director
8298,tt0098658,nm0903796,director
8299,tt0188027,nm0226200,director
8300,tt0087956,nm0002089,director
8301,tt0056906,nm0089958,director
8302,tt0129774,nm0215166,director
8303,tt0098961,nm0003606,director
8304,tt0062473,nm0474539,director
8305,tt0104783,nm0001806,director
8306,tt0120197,nm0037708,director
8307,tt0063979,nm0292720,director
8308,tt0056389,nm0523439,director
8309,tt0061802,nm0937830,director
8310,tt0066445,nm0695937,director
8311,tt0070960,nm0218840,director
8312,tt0073637,nm0695937,director
8313,tt0056012,nm0901138,director
8314,tt0205843,nm0600409,director
8315,tt0098283,nm0001587,director
8316,tt0055841,nm0002030,director
8317,tt0074454,nm0341458,director
8318,tt0069951,nm0790395,director
8319,tt0074705,nm0837485,director
8320,tt0247427,nm0006846,director
8321,tt0058413,nm0198765,director
8322,tt0083291,nm0336091,director
8323,tt0108425,nm0878756,director
8324,tt0059459,nm0742940,director
8325,tt0055146,nm0337885,director
8326,tt0067681,nm0491626,director
8327,tt0205725,nm0409646,director
8328,tt0082883,nm0778633,director
8329,tt0066841,nm0097259,director
8330,tt0086936,nm0001348,director
8331,tt0086936,nm0717094,director
8332,tt0120547,nm0411025,director
8333,tt0055819,nm0443170,director
8334,tt0074880,nm0705444,director
8335,tt0071535,nm0652261,director
8336,tt0057718,nm0901138,director
8337,tt0100389,nm0002167,director
8338,tt0140688,nm0804641,director
8339,tt0080868,nm0001001,director
8340,tt0211971,nm0405759,director
8341,tt0202434,nm0634607,director
8342,tt0086213,nm0657484,director
8343,tt0225824,nm0927718,director
8344,tt0099664,nm0677092,director
8345,tt0181310,nm0013041,director
8346,tt0092934,nm0464846,director
8347,tt0159797,nm0656996,director
8348,tt0076207,nm0604335,director
8349,tt0100762,nm0598855,director
8350,tt0065737,nm0764781,director
8351,tt0074487,nm0006615,director
8352,tt0086523,nm0463740,director
8353,tt0156906,nm0393254,director
8354,tt0056014,nm0335093,director
8355,tt0059794,nm0861703,director
8356,tt0066401,nm0358759,director
8357,tt0193167,nm0093081,director
8358,tt0216386,nm0000940,director
8359,tt0108670,nm0767022,director
8360,tt0097719,nm0797459,director
8361,tt0078878,nm0612322,director
8362,tt0076154,nm0596850,director
8363,tt0096466,nm0082677,director
8364,tt0118822,nm0554880,director
8365,tt0069141,nm0000878,director
8366,tt0101560,nm0390103,director
8367,tt0105645,nm0718001,director
8368,tt0056285,nm0413912,director
8369,tt0114368,nm0524516,director
8370,tt0207093,nm0836575,director
8371,tt0057897,nm0445650,director
8372,tt0082749,nm0894577,director
8373,tt0084351,nm0675068,director
8374,tt0070578,nm0366314,director
8375,tt0096319,nm0236700,director
8376,tt0062426,nm0172772,director
8377,tt0086205,nm0002137,director
8378,tt0058164,nm0232795,director
8379,tt0093896,nm0654751,director
8380,tt0054366,nm0651915,director
8381,tt0234570,nm0006625,director
8382,tt0064232,nm0003606,director
8383,tt0092969,nm0543596,director
8384,tt0070424,nm0234963,director
8385,tt0096200,nm0339254,director
8386,tt0075347,nm0568546,director
8387,tt0056056,nm0036582,director
8388,tt0084756,nm0145309,director
8389,tt0105388,nm0839397,director
8390,tt0095385,nm0000500,director
8391,tt0160216,nm0110903,director
8392,tt0058920,nm0422484,director
8393,tt0101583,nm0411890,director
8394,tt0079710,nm0000265,director
8395,tt0190938,nm0059686,director
8396,tt0072855,nm0212212,director
8397,tt0101493,nm0000877,director
8398,tt0221063,nm0301735,director
8399,tt0060760,nm0659085,director
8400,tt0082701,nm0150057,director
8401,tt0065380,nm0005196,director
8402,tt0070393,nm0553941,director
8403,tt0082145,nm0425593,director
8404,tt0098072,nm0502391,director
8405,tt0056989,nm0840671,director
8406,tt0054037,nm0635554,director
8407,tt0055524,nm0628149,director
8408,tt0092090,nm0146760,director
8409,tt0072010,nm0223964,director
8410,tt0055904,nm0245213,director
8411,tt0058365,nm0415059,director
8412,tt0058365,nm10304264,director
8413,tt0058401,nm0718554,director
8414,tt0242285,nm0273208,director
8415,tt0070109,nm0598855,director
8416,tt0103616,nm0002218,director
8417,tt0164882,nm0945481,director
8418,tt0059462,nm0829038,director
8419,tt0055370,nm0001207,director
8420,tt0081314,nm0484761,director
8421,tt0104521,nm0452607,director
8422,tt0088195,nm0293445,director
8423,tt0079701,nm0681207,director
8424,tt0093336,nm0333705,director
8425,tt0166069,nm0875354,director
8426,tt0075849,nm0329029,director
8427,tt0053638,nm0304098,director
8428,tt0074868,nm0097259,director
8429,tt0075441,nm0297935,director
8430,tt0064294,nm0335133,director
8431,tt0067511,nm0144758,director
8432,tt0053742,nm0678928,director
8433,tt0086456,nm0541244,director
8434,tt0068521,nm0001031,director
8435,tt0062853,nm0593014,director
8436,tt0055270,nm0542720,director
8437,tt0061017,nm0079906,director
8438,tt0104604,nm1013669,director
8439,tt0188195,nm0491626,director
8440,tt0093424,nm0769874,director
8441,tt0075983,nm0767022,director
8442,tt0113556,nm0702522,director
8443,tt0100269,nm0210701,director
8444,tt0055022,nm0000878,director
8445,tt0125766,nm0446837,director
8446,tt0103036,nm0950001,director
8447,tt0056496,nm0445650,director
8448,tt0064490,nm0763587,director
8449,tt0062414,nm0834334,director
8450,tt0076294,nm0335883,director
8451,tt0076294,nm0467624,director
8452,tt0053696,nm0402161,director
8453,tt0094070,nm0236700,director
8454,tt0105114,nm0007182,director
8455,tt0063026,nm0097259,director
8456,tt0095362,nm0742797,director
8457,tt0081165,nm0000774,director
8458,tt0077944,nm0000915,director
8459,tt0073051,nm0502391,director
8460,tt0077682,nm0146351,director
8461,tt0058507,nm0758508,director
8462,tt0082888,nm0305557,director
8463,tt0074494,nm0524621,director
8464,tt0102432,nm0717768,director
8465,tt0057460,nm0179281,director
8466,tt0090636,nm0767022,director
8467,tt0081286,nm0292720,director
8468,tt0100661,nm0140967,director
8469,tt0069922,nm0054219,director
8470,tt0061414,nm0663577,director
8471,tt0078349,nm0944760,director
8472,tt0073234,nm0297935,director
8473,tt0082892,nm0321129,director
8474,tt0082892,nm0489806,director
8475,tt0082429,nm0772522,director
8476,tt0093820,nm0381638,director
8477,tt0057006,nm0274659,director
8478,tt0106642,nm0001901,director
8479,tt0054615,nm0030917,director
8480,tt0090377,nm0000727,director
8481,tt0247887,nm0002159,director
8482,tt0066536,nm0500988,director
8483,tt0065408,nm0758066,director
8484,tt0056356,nm0632852,director
8485,tt0060126,nm0554249,director
8486,tt0065499,nm0002189,director
8487,tt0074342,nm0546672,director
8488,tt0142998,nm0411030,director
8489,tt0102882,nm0643539,director
8490,tt0120665,nm0729626,director
8491,tt0059298,nm0208111,director
8492,tt0067197,nm0338396,director
8493,tt0067197,nm0818527,director
8494,tt0174708,nm0409330,director
8495,tt0122906,nm0589284,director
8496,tt0164347,nm0793983,director
8497,tt0063080,nm0730237,director
8498,tt0100414,nm0908870,director
8499,tt0057642,nm0733846,director
8500,tt0091834,nm0937074,director
8501,tt0065187,nm0440869,director
8502,tt0080634,nm0006916,director
8503,tt0069219,nm0479721,director
8504,tt0167360,nm0573732,director
8505,tt0085642,nm0002020,director
8506,tt0089977,nm0432040,director
8507,tt0083021,nm0814570,director
8508,tt0062443,nm0149548,director
8509,tt0105127,nm0699933,director
8510,tt0101548,nm0274659,director
8511,tt0054324,nm0896533,director
8512,tt0066542,nm0337885,director
8513,tt0096737,nm0138337,director
8514,tt0064243,nm0346297,director
8515,tt0091603,nm6497799,director
8516,tt0078978,nm0002020,director
8517,tt0076877,nm0144758,director
8518,tt0096994,nm0082094,director
8519,tt0053752,nm0347086,director
8520,tt0063801,nm0002195,director
8521,tt0070235,nm0037130,director
8522,tt0084526,nm0596850,director
8523,tt0091688,nm0440171,director
8524,tt0062981,nm0955195,director
8525,tt0069046,nm0580829,director
8526,tt0066262,nm0770234,director
8527,tt0065031,nm0002045,director
8528,tt0099200,nm0476123,director
8529,tt0170181,nm0794168,director
8530,tt0170181,nm0866758,director
8531,tt0170181,nm0411746,director
8532,tt0096337,nm0412235,director
8533,tt0249081,nm0196860,director
8534,tt0055283,nm0370868,director
8535,tt0062363,nm0789033,director
8536,tt0098335,nm0059956,director
8537,tt0061081,nm0782947,director
8538,tt0069536,nm0002086,director
8539,tt0072305,nm0274659,director
8540,tt0053675,nm0002031,director
8541,tt0086566,nm0577025,director
8542,tt0067306,nm0111656,director
8543,tt0058202,nm0179281,director
8544,tt0094871,nm0935382,director
8545,tt0070556,nm0175730,director
8546,tt0070556,nm0733014,director
8547,tt0089762,nm0776116,director
8548,tt0056856,nm0921631,director
8549,tt0083163,nm0872809,director
8550,tt0085513,nm0864812,director
8551,tt0055490,nm0202681,director
8552,tt0058438,nm0217035,director
8553,tt0073045,nm0027815,director
8554,tt0118889,nm0021311,director
8555,tt0118889,nm0108447,director
8556,tt0118889,nm0198006,director
8557,tt0118889,nm0660889,director
8558,tt0079094,nm0367431,director
8559,tt0053931,nm0086251,director
8560,tt0117866,nm0767022,director
8561,tt0092210,nm0126440,director
8562,tt0086884,nm0496746,director
8563,tt0116866,nm0003408,director
8564,tt0117990,nm0274143,director
8565,tt0073765,nm0360324,director
8566,tt0180793,nm0912444,director
8567,tt0106536,nm0004886,director
8568,tt0080419,nm0689392,director
8569,tt0090561,nm0035404,director
8570,tt0096757,nm0829519,director
8571,tt0112856,nm0210811,director
8572,tt0059051,nm0195140,director
8573,tt0059051,nm0728271,director
8574,tt0059051,nm0744185,director
8575,tt0108059,nm0865573,director
8576,tt0070835,nm0000776,director
8577,tt0056969,nm0335093,director
8578,tt0057311,nm0213136,director
8579,tt0063275,nm0529832,director
8580,tt0069086,nm0218840,director
8581,tt0059282,nm0859387,director
8582,tt0064439,nm0550892,director
8583,tt0077525,nm0593299,director
8584,tt0053800,nm0909825,director
8585,tt0053800,nm0000878,director
8586,tt0119242,nm0749914,director
8587,tt0062793,nm0382548,director
8588,tt0086571,nm0336831,director
8589,tt0074818,nm0463740,director
8590,tt0075885,nm0006954,director
8591,tt0085141,nm0003606,director
8592,tt0086461,nm0281507,director
8593,tt0054242,nm0598102,director
8594,tt0070128,nm0956022,director
8595,tt0058553,nm0802563,director
8596,tt0076097,nm0775447,director
8597,tt0059045,nm0000878,director
8598,tt0068375,nm0000774,director
8599,tt0099462,nm0206767,director
8600,tt0066105,nm0884547,director
8601,tt0078034,nm0005348,director
8602,tt0056725,nm0145336,director
8603,tt0089943,nm0840671,director
8604,tt0089943,nm0948927,director
8605,tt0183613,nm0225935,director
8606,tt0058429,nm0670282,director
8607,tt0075221,nm0173728,director
8608,tt0075221,nm0523439,director
8609,tt0075221,nm0536238,director
8610,tt0075221,nm0598102,director
8611,tt0072320,nm0320929,director
8612,tt0072131,nm0257992,director
8613,tt0111460,nm0442454,director
8614,tt0087354,nm0367431,director
8615,tt0074510,nm0342626,director
8616,tt0068663,nm0425593,director
8617,tt0081203,nm0027183,director
8618,tt0190882,nm1104118,director
8619,tt0097115,nm0500609,director
8620,tt0083609,nm0411025,director
8621,tt0092772,nm0234963,director
8622,tt0203132,nm0368051,director
8623,tt0067276,nm0927090,director
8624,tt0068772,nm0013706,director
8625,tt0061754,nm0359869,director
8626,tt0065224,nm0557543,director
8627,tt0107949,nm0782381,director
8628,tt0061409,nm0901138,director
8629,tt0068868,nm0274659,director
8630,tt0239388,nm0444244,director
8631,tt0059905,nm0346436,director
8632,tt0056908,nm0058826,director
8633,tt0071288,nm0568546,director
8634,tt0078928,nm0359386,director
8635,tt0226430,nm0247826,director
8636,tt0055718,nm0494885,director
8637,tt0064193,nm0707597,director
8638,tt0059709,nm0412465,director
8639,tt0058011,nm0789033,director
8640,tt0074840,nm0767110,director
8641,tt0071154,nm0129555,director
8642,tt0073028,nm0095952,director
8643,tt0060483,nm0068691,director
8644,tt0054701,nm0702429,director
8645,tt0075679,nm0425328,director
8646,tt0054758,nm0146760,director
8647,tt0063370,nm0546672,director
8648,tt0233230,nm0069711,director
8649,tt0082005,nm0418986,director
8650,tt0073338,nm0407071,director
8651,tt0197485,nm0956022,director
8652,tt0095710,nm0684226,director
8653,tt0103327,nm0023859,director
8654,tt0065374,nm0318150,director
8655,tt0066943,nm0326568,director
8656,tt0173390,nm0025978,director
8657,tt0173390,nm0903717,director
8658,tt0068233,nm0092372,director
8659,tt0069761,nm0462322,director
8660,tt0097972,nm0010128,director
8661,tt0057864,nm0375494,director
8662,tt0068522,nm0001238,director
8663,tt0072786,nm0223964,director
8664,tt0084735,nm0192446,director
8665,tt0061059,nm0906709,director
8666,tt0132563,nm0776209,director
8667,tt0125980,nm0193010,director
8668,tt0122701,nm0158323,director
8669,tt0056709,nm0393094,director
8670,tt0105256,nm0000915,director
8671,tt0076384,nm0006734,director
8672,tt0064363,nm0450314,director
8673,tt0182006,nm0072354,director
8674,tt0060630,nm0001031,director
8675,tt0058165,nm0567757,director
8676,tt0077878,nm0002199,director
8677,tt0055503,nm0445650,director
8678,tt0129854,nm0685778,director
8679,tt0094304,nm0359386,director
8680,tt0076319,nm0697660,director
8681,tt0080442,nm0000887,director
8682,tt0059460,nm0447944,director
8683,tt0068281,nm0366708,director
8684,tt0066996,nm0908103,director
8685,tt0106902,nm0001747,director
8686,tt0091604,nm0379391,director
8687,tt0060416,nm0515491,director
8688,tt0071786,nm0597001,director
8689,tt0060566,nm0935382,director
8690,tt0055307,nm0780833,director
8691,tt0056566,nm0454771,director
8692,tt0083219,nm0710919,director
8693,tt0150464,nm0427136,director
8694,tt0087246,nm0409646,director
8695,tt0064035,nm0001486,director
8696,tt0053683,nm0038895,director
8697,tt0067100,nm0379391,director
8698,tt0060581,nm0806915,director
8699,tt0058969,nm0858873,director
8700,tt0108435,nm0088397,director
8701,tt0065104,nm0049728,director
8702,tt0081232,nm0692872,director
8703,tt0057820,nm0550892,director
8704,tt0119986,nm0006578,director
8705,tt0062042,nm0651915,director
8706,tt0163166,nm0863816,director
8707,tt0104121,nm0000080,director
8708,tt0105785,nm0219959,director
8709,tt0070603,nm0042155,director
8710,tt0076147,nm0842944,director
8711,tt0086214,nm0320510,director
8712,tt0060148,nm0789033,director
8713,tt0058323,nm0357891,director
8714,tt0075008,nm0491626,director
8715,tt0062985,nm0542702,director
